dedup_id,title,authors,year,venue,doi,url,abstract,source_database,string_id,also_found_in,title_screen,title_fail_reason,abstract_length,abstract_screen,abstract_fail_reason
REC-012,"Machine Learning-Powered KPI Framework for Real-Time, Sustainable Ship Performance Management","Christos C. Spandonidis, Vasileios Iliopoulos, Iason Athanasopoulos",2025,Journal of Marine Science and Engineering,10.3390/jmse13081440,https://doi.org/10.3390/jmse13081440,"The maritime sector faces escalating demands to minimize emissions and optimize operational efficiency under tightening environmental regulations. Although technologies such as the Internet of Things (IoT), Artificial Intelligence (AI), and Digital Twins (DT) offer substantial potential, their deployment in real-time ship performance analytics is at an emerging state. This paper proposes a machine learning-driven framework for real-time ship performance management. The framework starts with data collected from onboard sensors and culminates in a decision support system that is easily interpretable, even by non-experts. It also provides a method to forecast vessel performance by extrapolating Key Performance Indicator (KPI) values. Furthermore, it offers a flexible methodology for defining KPIs for every crucial component or aspect of vessel performance, illustrated through a use case focusing on fuel oil consumption. Leveraging Artificial Neural Networks (ANNs), hybrid multivariate data fusion, and high-frequency sensor streams, the system facilitates continuous diagnostics, early fault detection, and data-driven decision-making. Unlike conventional static performance models, the framework employs dynamic KPIs that evolve with the vessel’s operational state, enabling advanced trend analysis, predictive maintenance scheduling, and compliance assurance. Experimental comparison against classical KPI models highlights superior predictive fidelity, robustness, and temporal consistency. Furthermore, the paper delineates AI and ML applications across core maritime operations and introduces a scalable, modular system architecture applicable to both commercial and naval platforms. This approach bridges advanced simulation ecosystems with in situ operational data, laying a robust foundation for digital transformation and sustainability in maritime domains.",Semantic Scholar,A,Semantic Scholar/A,PASS,,1878,INCLUDE,
REC-013,Forecasting of the tractors fuel consumption with machine learning methods based on remote monitoring data,"Daniil Iakovlev, A. Kolesnikov, Milan Jugović",2025,Zbornik radova,10.5937/isae25019i,https://doi.org/10.5937/isae25019i,"For sustainable development of agriculture, still necessary to reduce per-hectare costs of technological operations in the crop production. One of the important components per-hectare costs is diesel consumption of tractors. In addition to saving fuel, it is necessary to increase the productivity of machine and tractor units, which in turn often depends on the properties of the processed environments. In this case, such medium is soil, which can differ both in its granulometric composition and in physical properties. Therefore, it is necessary to use operational control of the equipment and take some measures to regulate these aspects. Today, this is becoming possible thanks to the development of modern digital technologies, gradually being introduced into our daily lives. One of that solutions is ability to machines and equipment remote control at field work performing. These systems include sensors that have opportunity to control various technical and technological processes. Data received from the sensors accumulated in the navigation controllers memory, devices that allow to determine geolocation and next transmit all data to remote server. Then the information about machine and tractor units operations can be analyzed and used for identify various relationships, and most importantly, for operation management of technological processes in the on-line mode. One of the options for applied application of monitoring data is response functions of modeled processes prediction with artificial intelligence algorithms. In this paper, was forecasted the tractor diesel consumption at field operations performing. As a result of existing machine learning algorithms review for regression analysis, was selected the most preferred. As parameters, was selected the output indicators of the machine-tractor unit operation and the properties of the processed medium. During preprocessing, was used the median filter for smoothing outliers. The forecast model was selected with the results of a comparative analysis from the following: random forest, prophet, skforecast, lstm architecture. For each of the listed options, was selected hyperparameters in order to increase the accuracy of the final forecast. After analyzing the results of the constructed models, was determined algorithms which demonstrate the greatest predictive accuracy and results stability. The obtained results can be used for field works planning in order to improving the efficiency of crop production technologies.",Semantic Scholar,A,Semantic Scholar/A,MAYBE,,2506,EXCLUDE,E1:non-performance-topic
REC-015,Data-Driven Approach for Estimating Power and Fuel Consumption of Ship: A Case of Container Vessel,"Tayfun Uyanık, Yunus Yalman, Ö. Kalenderli, Yasin Arslanoğlu, Y. Terriche, C. Su, J. Guerrero",2022,Mathematics,10.3390/math10224167,https://doi.org/10.3390/math10224167,"In recent years, shipborne emissions have become a growing environmental threat. The International Maritime Organization has implemented various rules and regulations to resolve this concern. The Ship Energy Efficiency Management Plan, Energy Efficiency Design Index, and Energy Efficiency Operational Indicator are examples of guidelines that increase energy efficiency and reduce shipborne emissions. The main engine shaft power (MESP) and fuel consumption (FC) are the critical components used in ship energy efficiency calculations. Errors in ship energy efficiency calculation methodologies are also caused by misinterpretation of these values. This study aims to predict the MESP and FC of a container ship with the help of data-driven methodologies utilizing actual voyage data to assist in the calculation process of the ship’s energy efficiency indexes appropriately. The algorithms’ prediction success was measured using the RMSE, MAE, and R2 error metrics. When the simulation results were analyzed, the Deep Neural Network and Bayes algorithms predicted MESP best with 0.000001 and 0.000002 RMSE, 0.000987 and 0.000991 MAE, and 0.999999 R2, respectively, while the Multiple-Linear Regression and Kernel Ridge algorithms estimated FC best with 0.000208 and 0.000216 RMSE, 0.001375 and 0.001471 MAE, and 0.999999 R2, respectively.",Semantic Scholar,A,OpenAlex/A; OpenAlex/B; OpenAlex/C; Scopus/A; Semantic Scholar/A,PASS,,1340,INCLUDE,
REC-016,A Data-Driven Fuel Consumption Prediction Model for CPP Ships Using Improved BP Neural Network and Noise Filtering,"Saihao Zhu, Guichen Zhang, Huanglong Fu, Wei Chen, Zhongdong Gui",2025,IEEE International Conference on Power and Renewable Energy,10.1109/ICPRE67300.2025.11274028,https://doi.org/10.1109/ICPRE67300.2025.11274028,"This paper proposes a data-driven fuel consumption prediction model tailored for controllable pitch propeller (CPP) ships. The approach integrates preprocessing of multi-source navigational data, Spearman-based correlation analysis, and an improved back-propagation (BP) neural network optimized with the Adam algorithm. To address sensor noise and improve robustness, a sliding average filter is incorporated into the modeling pipeline. Experimental results on real-world Ro-Pax vessel data, consisting of oversamples, demonstrate that the proposed model significantly improves prediction accuracy. Specifically, the root mean square error (RMSE) is reduced from 5.21% in traditional BP networks to 1.71% with the enhanced model. The combination of noise reduction and adaptive learning yields a lightweight, high-performance prediction framework suitable for onboard energy efficiency monitoring. This work provides practical insights for fuel optimization in the maritime industry and serves as a foundation for further comparison with more complex models in future research.",Semantic Scholar,A,Semantic Scholar/A,PASS,,1078,INCLUDE,
REC-017,Machine learning approach to ship fuel consumption: A case of container vessel,"Tayfun Uyanık, Çağlar Karatuğ, Yasin Arslanoğlu",2020,,10.1016/j.trd.2020.102389,https://doi.org/10.1016/j.trd.2020.102389,"Abstract An improvement of the marine vessel's fuel consumption will provide efficiency and profitability in ship management since fuel cost is one of the biggest operating cost. However, estimation of the fuel consumption of marine vessels is a difficult issue, because the fuel consumption rate of the vessel is directly dependent on multiple external factors such as the condition of the main engine, cargo weight, ship draft, sea condition, weather condition, etc. Nowadays, statistical models have been established based on actual ship data, and the fuel consumption of the vessel has been tried to be estimated as best as possible. In this study, various prediction models such as Multiple Linear Regression, Ridge and LASSO Regression, Support Vector Regression, Tree-Based Algorithms, Boosting Algorithms have been established for a container ship. The accuracy of the models is determined by the K-fold cross-validation. Error metrics such as root mean squared error, mean absolute error, coefficient of determination are employed in order to evaluate the correctness of estimation models and correlation analysis between variables is accomplished. Parameters such as main engine rpm, main engine cylinder values, scavenge air, shaft indicators are found highly correlated with fuel consumption. Under the influence of various external factors on fuel consumption, the nearest estimation of the actual fuel consumption data is made by multiple linear regression and ridge regression with 0.0001 root mean square error, 0.002 mean absolute error and %99.9 coefficient of determination score.",Semantic Scholar,A,Semantic Scholar/A,PASS,,1599,INCLUDE,
REC-018,Research on Ship Engine Fuel Consumption Prediction Algorithm Based on Adaptive Optimization Generative Network,"Defu Zhang, Yu Song, Jianfeng Gao, Zhenyu Shen, Liangkuan Li, Anren Yao",2025,Journal of Marine Science and Engineering,10.3390/jmse13061140,https://doi.org/10.3390/jmse13061140,"With the long-term operation of ships, the performance of marine diesel engines gradually declines due to the wear of internal moving components, increasing the risk of potential failures. Fuel consumption is a critical indicator for assessing engine operating conditions, and accurately predicting baseline fuel consumption under normal operating conditions is essential for evaluating ship energy efficiency and conducting fault diagnosis. To address common issues in marine engine operational data, such as noise pollution, missing values, inconsistent scales, and feature redundancy, a Diesel Engine Data Enhancement and Optimization Framework (DEOF) was developed to systematically improve data quality. Furthermore, to overcome the limitations of existing models, such as insufficient prediction accuracy and poor stability under complex operating conditions, a Meta-learning Diffusion Residual Attention Network (MD-RAN) is proposed. This approach leverages the strengths of diffusion models in nonlinear generative modeling, integrates meta-learning mechanisms to enhance task adaptation speed, employs multi-head attention modules to strengthen feature extraction, and incorporates dynamic residual connections to improve training stability and flexibility. The data used in this study were collected from real-world operations of ocean-going vessels, ensuring high representativeness. This paper systematically benchmarks the proposed model with the traditional learning model. The results are verified to be effective. The MD-RAN algorithm is significantly better than the original model in terms of prediction accuracy, stability, and nonlinear expression ability. The R2 value can reach 0.9853, and the RMSE and MAE are as low as 1.5801 and 1.1879, respectively. Its feasibility will be further evaluated in practical applications in the future. This study not only provides a systematic data-driven modeling framework, offering technical insights for constructing high-quality datasets, but also establishes a novel generative modeling approach for marine diesel engine fuel consumption prediction, providing robust support for intelligent engine maintenance and energy efficiency optimization.",Semantic Scholar,A,OpenAlex/A; Scopus/A; Semantic Scholar/A; Semantic Scholar/D,PASS,,2208,INCLUDE,
REC-019,Machine learning for shaft power prediction and analysis of fouling related performance deterioration,"Anastasia Laurie, E. Anderlini, Jesper Dietz, G. Thomas",2021,,10.1016/J.OCEANENG.2021.108886,https://doi.org/10.1016/J.OCEANENG.2021.108886,"Abstract Improving operational performance and reducing fuel consumption is increasingly important for shipping companies. Ship performance degrades over time due to hull and propeller fouling; therefore assessing when fouling effects are significant enough to warrant cleaning is critical. Advancements in onboard data logging systems, combined with machine learning techniques, unlock the potential to predict fouling effects accurately and determine when to clean. This study evaluates five models for shaft power prediction: Multiple Linear Regression, Decision Tree (AdaBoost), K – Nearest Neighbours, Artificial Neural Network and Random Forest. The importance of pre-processing is highlighted, contributing to the creation of a model with lower errors than previous studies. The significance of environmental parameters was explored, with the novel integration of wave statistics to the operational dataset, and simulated power-speed curves created from predictions to identify performance deterioration due to fouling. The Random Forest model was most effective in predicting shaft power, with an error of 1.17%. The addition of ‘Days Since Clean’ and ‘Significant Wave Height’ increased prediction accuracy by 0.07% and 0.12% respectively. Simulated power-speed curves revealed a 5.2% increase in shaft power due to fouling. This study provides operators with a method to determine when to conduct hull and propeller cleaning.",Semantic Scholar,A,OpenAlex/A; Scopus/A; Semantic Scholar/A,PASS,,1435,INCLUDE,
REC-020,Prediction of Ship CO2 Emissions and Fuel Consumption Using Voting-BRL Model,"Yinchen Lin, Chuanxu Wang",2025,Sustainability,10.3390/su17041726,https://doi.org/10.3390/su17041726,"The accurate prediction of ship carbon dioxide (CO2) emissions and fuel consumption is critical for enhancing environmental sustainability in the maritime industry. This study introduces a novel ensemble learning approach, the Voting-BRL model, which integrates Bayesian Ridge Regression and Lasso Regression to improve prediction accuracy and robustness. Utilizing four years of real-world data from the THETIS-MRV platform managed by the European Maritime Safety Agency (EMSA), the proposed model first employs Analysis of Variance (ANOVA) for feature selection, effectively reducing dimensionality and mitigating noise interference. The Voting-BRL model then combines the strengths of Bayesian Ridge Regression in handling uncertainty and feature correlations with Lasso Regression’s capability for automatic feature selection through a voting mechanism. Experimental results demonstrate that Voting-BRL achieves an R2 of 0.9981 and a Root Mean Square Error (RMSE) of 8.53, outperforming traditional machine learning models such as XGBRegressor, which attains an R2 of 0.97 and an RMSE of 45.03. Additionally, ablation studies confirm that the ensemble approach significantly enhances predictive performance by leveraging the complementary strengths of individual models. The Voting-BRL model not only provides superior accuracy but also exhibits enhanced generalization capabilities and stability, making it a reliable tool for predicting ship CO2 emissions and fuel consumption. This advancement contributes to more effective emission management and operational efficiency in the shipping sector, supporting global efforts to reduce greenhouse gas emissions.",Semantic Scholar,A,OpenAlex/B; Scopus/B; Semantic Scholar/A; Semantic Scholar/B,PASS,manual-reconsider,1663,INCLUDE,
REC-021,A Ship Fuel Consumption Prediction Method Based on the Transformer-Local Attention Model,"Chong Yao, Yuwei Ge, Xinyue Zhang",2025,Youth Academic Annual Conference of Chinese Association of Automation,10.1109/YAC66630.2025.11150049,https://doi.org/10.1109/YAC66630.2025.11150049,,Semantic Scholar,A,Semantic Scholar/A,PASS,,0,UNCERTAIN,no-abstract; title relevant
REC-022,A Hybrid WSO-Optimized AE-CNN-BiLSTM Model for Ship Fuel Consumption Prediction,"Yuhao Liu, Xiao Chen",2025,2025 5th International Conference on Artificial Intelligence and Industrial Technology Applications (AIITA),10.1109/AIITA65135.2025.11047678,https://doi.org/10.1109/AIITA65135.2025.11047678,,Semantic Scholar,A,Semantic Scholar/A,PASS,,0,UNCERTAIN,no-abstract; title relevant
